Subsystem	Name	Role	Module1	Module2	Module3	Phenotype
Rhamnose and rhamnosides utilization HMP	LraA	Novel predicted 2-keto-3-deoxy-L-rhamnoate aldolase (EC 4.1.2.53)	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides catabolism	Rha; Rhi; ROS
Rhamnose and rhamnosides utilization HMP	RhaT	L-rhamnose-proton symporter	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides uptake	Rha; Rhi
Rhamnose and rhamnosides utilization HMP	RhaY	Predicted L-rhamnose permease RhaY	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides uptake	Rha; Rhi
Rhamnose and rhamnosides utilization HMP	RhaF	Predicted L-rhamnose ABC transporter, substrate-binding component	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides uptake	Rha
Rhamnose and rhamnosides utilization HMP	RhaG	Predicted L-rhamnose ABC transporter, transmembrane component 1	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides uptake	Rha
Rhamnose and rhamnosides utilization HMP	RhaH	Predicted L-rhamnose ABC transporter, transmembrane component 2	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides uptake	Rha
Rhamnose and rhamnosides utilization HMP	RhaJ	Predicted L-rhamnose ABC transporter, ATP-binding component	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides uptake	Rha
Rhamnose and rhamnosides utilization HMP	RhaP	Pedicted L-rhamnose permease, NCS1 Family	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides uptake	Rha
Rhamnose and rhamnosides utilization HMP	RhaW1	Lactaldehyde dehydrogenase involved in fucose or rhamnose utilization (EC 1.2.1.22)	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides catabolism	Rha; Rhi; ROS
Rhamnose and rhamnosides utilization HMP	RhaW2	Predicted lactaldehyde dehydrogenase (EC 1.2.1.22)	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides catabolism	Rha; Rhi; ROS
Rhamnose and rhamnosides utilization HMP	RhaW3	Lactaldehyde dehydrogenase involved in rhamnose utilization (EC 1.2.1.22)	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides catabolism	Rha; Rhi; ROS
Rhamnose and rhamnosides utilization HMP	RhiE	Rhamnogalacturonan endolyase (EC 4.2.2.23)	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides catabolism	Rhi
Rhamnose and rhamnosides utilization HMP	RhiN	Unsaturated rhamnogalacturonyl hydrolase (EC 3.2.1.172)	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides catabolism	Rhi
Rhamnose and rhamnosides utilization HMP	RhiO	rhamnogalacturonan acetylesterase	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides catabolism	Rhi
Rhamnose and rhamnosides utilization HMP	RhiA	Predicted rhamnogalacturonide-specific TRAP-type transporter, substrate-binding component RhiA	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides uptake	Rhi
Rhamnose and rhamnosides utilization HMP	RhiB	Predicted rhamnogalacturonide-specific TRAP-type transporter, small transmembrane component RhiB	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides uptake	Rhi
Rhamnose and rhamnosides utilization HMP	RhiC	Predicted rhamnogalacturonide-specific TRAP-type transporter, large transmembrane component RhiC	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides uptake	Rhi
Rhamnose and rhamnosides utilization HMP	RhiT	Rhamnogalacturonide transporter RhiT	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides uptake	Rhi
Rhamnose and rhamnosides utilization HMP	RhiG	Putative rhamnogalacturonides ABC transporter, permease component 2	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides uptake	Rhi
Rhamnose and rhamnosides utilization HMP	RhiL	Putative rhamnogalacturonides ABC transporter, substrate-binding protein	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides uptake	Rhi
Rhamnose and rhamnosides utilization HMP	RhiF	Putative rhamnogalacturonides ABC transporter, permease component 1	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides uptake	Rhi
Rhamnose and rhamnosides utilization HMP	RamT	Predicted rhamnosides transporter RamT	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides uptake	ROS
Rhamnose and rhamnosides utilization HMP	RamA1	alpha-L-rhamnosidase (EC 3.2.1.40)	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides catabolism	ROS
Rhamnose and rhamnosides utilization HMP	RamA2	Predicted alpha-L-rhamnosidase	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides catabolism	ROS
Rhamnose and rhamnosides utilization HMP	RhiY	Beta-D-galactosyl-(1->4)-L-rhamnose phosphorylase (EC 2.4.1.247)	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides catabolism	ROS
Rhamnose and rhamnosides utilization HMP	RhiX	Uncharacterized oligosaccharide lyase involved in rhamnogalacturonan I degradation	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides catabolism	Rhi
Rhamnose and rhamnosides utilization HMP	RamU	Putative rhamnooligosaccharide ABC transporter, ATP-binding protein	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides uptake	ROS
Rhamnose and rhamnosides utilization HMP	RamV	Putative rhamnooligosaccharide ABC transporter, permease protein 1	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides uptake	ROS
Rhamnose and rhamnosides utilization HMP	RamW	Putative rhamnooligosaccharide ABC transporter, substrate-binding protein	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides uptake	ROS
Rhamnose and rhamnosides utilization HMP	RamX	Putatuve rhamnooligosaccharide ABC transporter, substrate-binding protein	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides uptake	ROS
Rhamnose and rhamnosides utilization HMP	RamV2	Predicted rhamnose oligosaccharide ABC transport system, permease component	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides uptake	ROS
Rhamnose and rhamnosides utilization HMP	RamW2	Predicted rhamnose oligosaccharide ABC transport system, permease component 2	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides uptake	ROS
Rhamnose and rhamnosides utilization HMP	RamX2	Predicted rhamnose oligosaccharide ABC transport system, substrate-binding component	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides uptake	ROS
Rhamnose and rhamnosides utilization HMP	RhaR1	Transcriptional regulator of rhamnose utilization, AraC family	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides regulation	Rha
Rhamnose and rhamnosides utilization HMP	RhmR	Predicted rhamnonate utilization transcriptional regulator, GntR family	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides regulation	Rha
Rhamnose and rhamnosides utilization HMP	RhaR2	Transcriptional regulator of rhamnose utilization, DeoR family	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides regulation	Rha
Rhamnose and rhamnosides utilization HMP	RhiP	Two-component response regulator for rhamnogalacturonan utilization, AraC family	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides regulation	Rhi
Rhamnose and rhamnosides utilization HMP	RhiQ	Two-component system sensor histidine kinase for rhamnogalacturonan utilization	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides regulation	Rhi
Rhamnose and rhamnosides utilization HMP	RhiR	Predicted transcriptional regulator for rhamnogalacturonan utilization, AraC family	Carbohydrate utilization	Rhamnose and Rhamnosides utilization	Rhamnose and Rhamnosides regulation	Rhi
Trehalose utilization HMP	TreA	Trehalase (EC 3.2.1.28)	Carbohydrate utilization	Trehalose utilization	Trehalose catabolism	Tre
Trehalose utilization HMP	TreF	Cytoplasmic trehalase (EC 3.2.1.28)	Carbohydrate utilization	Trehalose utilization	Trehalose catabolism	Tre
Trehalose utilization HMP	TP	Trehalose phosphorylase (EC 2.4.1.64)	Carbohydrate utilization	Trehalose utilization	Trehalose catabolism	Tre
Trehalose utilization HMP	TPP	Trehalose 6-phosphate phosphorylase (EC 2.4.1.216)	Carbohydrate utilization	Trehalose utilization	Trehalose catabolism	Tre
Trehalose utilization HMP	TreC	Trehalose-6-phosphate hydrolase (EC 3.2.1.93)	Carbohydrate utilization	Trehalose utilization	Trehalose catabolism	Tre
Trehalose utilization HMP	TreP	Predicted trehalose permease, MFS family, FucP subfamily	Carbohydrate utilization	Trehalose utilization	Trehalose uptake	Tre
Trehalose utilization HMP	TreB_b	PTS system, trehalose-specific IIB component (EC 2.7.1.69)	Carbohydrate utilization	Trehalose utilization	Trehalose uptake	Tre
Trehalose utilization HMP	TreB_c	PTS system, trehalose-specific IIC component (EC 2.7.1.69)	Carbohydrate utilization	Trehalose utilization	Trehalose uptake	Tre
Trehalose utilization HMP	TreB_a	PTS system, trehalose-specific IIA component (EC 2.7.1.69)	Carbohydrate utilization	Trehalose utilization	Trehalose uptake	Tre
Trehalose utilization HMP	TreB_d	PTS system, trehalose-specific IID component (EC 2.7.1.69)	Carbohydrate utilization	Trehalose utilization	Trehalose uptake	Tre
Trehalose utilization HMP	Pgm	Beta-phosphoglucomutase (EC 5.4.2.6)	Carbohydrate utilization	Trehalose utilization	Trehalose catabolism	Tre
Trehalose utilization HMP	TreR1	Trehalose operon transcriptional repressor	Carbohydrate utilization	Trehalose utilization	Trehalose regulation	Tre
Trehalose utilization HMP	TreR2	Transcriptional regulator of trehalose utilization, LacI family	Carbohydrate utilization	Trehalose utilization	Trehalose regulation	Tre
Trehalose utilization HMP	TreR3	Probable transcriptional regulator of trehalose utilization, LuxR family	Carbohydrate utilization	Trehalose utilization	Trehalose regulation	Tre
Trehalose utilization HMP	TreO	D-trehalose outer membrane porin	Carbohydrate utilization	Trehalose utilization	Trehalose catabolism	Tre
Trehalose utilization HMP	TreX	Trehalose ABC transporter, trehalose-binding lipoprotein	Carbohydrate utilization	Trehalose utilization	Trehalose uptake	Tre
Trehalose utilization HMP	TreY	Trehalose ABC transporter, permease protein 1	Carbohydrate utilization	Trehalose utilization	Trehalose uptake	Tre
Trehalose utilization HMP	TreZ	Trehalose ABC transporter, permease protein 2	Carbohydrate utilization	Trehalose utilization	Trehalose uptake	Tre
Trehalose utilization HMP	TreK	Trehalose transport ATP-binding protein TreK (EC 3.6.3.19)	Carbohydrate utilization	Trehalose utilization	Trehalose uptake	Tre
Trehalose utilization HMP	KDSH	Periplasmic 3-ketodisaccharide hydrolase (EC 3.2.1.218)	Carbohydrate utilization	Trehalose utilization	Trehalose catabolism	Tre
Trehalose utilization HMP	ThuE	Trehalose ABC transporter, substrate binding periplasmic protein ThuE (TC 3.A.1.1.17)	Carbohydrate utilization	Trehalose utilization	Trehalose uptake	Tre
Trehalose utilization HMP	ThuF	Trehalose ABC transporter, permease protein ThuF (TC 3.A.1.1.17)	Carbohydrate utilization	Trehalose utilization	Trehalose uptake	Tre
Trehalose utilization HMP	ThuK	Trehalose ABC transporter, ATP-binding protein ThuK (TC 3.A.1.1.17)	Carbohydrate utilization	Trehalose utilization	Trehalose uptake	Tre
Trehalose utilization HMP	ThuG	Trehalose ABC transporter, permease protein ThuG (TC 3.A.1.1.17)	Carbohydrate utilization	Trehalose utilization	Trehalose uptake	Tre
Trehalose utilization HMP	ThuA	Trehalose utilization protein ThuA	Carbohydrate utilization	Trehalose utilization	Trehalose catabolism	Tre
Trehalose utilization HMP	ThuB	Glucoside-3-hydrogenase ThuB subunit (EC 1.1.99.13)	Carbohydrate utilization	Trehalose utilization	Trehalose catabolism	Tre
Trehalose utilization HMP	ThuR	Transcriptional regulator of trehalose utilization ThuR, LacI family	Carbohydrate utilization	Trehalose utilization	Trehalose regulation	Tre
Unsaturated glucuronate utilization HMP	KduI	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase (EC 5.3.1.17)	Carbohydrate utilization	Unsaturated Glucuronate utilization	Unsaturated Glucuronate catabolism	ddGlcA
Unsaturated glucuronate utilization HMP	KduI2	predicted 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase (EC 5.3.1.17)	Carbohydrate utilization	Unsaturated Glucuronate utilization	Unsaturated Glucuronate catabolism	ddGlcA
Unsaturated glucuronate utilization HMP	KduD	2-deoxy-D-gluconate 3-dehydrogenase (EC 1.1.1.125)	Carbohydrate utilization	Unsaturated Glucuronate utilization	Unsaturated Glucuronate catabolism	ddGlcA
Unsaturated glucuronate utilization HMP	KdgK	2-dehydro-3-deoxygluconokinase (EC 2.7.1.45)	Carbohydrate utilization	Unsaturated Glucuronate utilization	Unsaturated Glucuronate catabolism	ddGlcA
Unsaturated glucuronate utilization HMP	KdgA	2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)	Carbohydrate utilization	Unsaturated Glucuronate utilization	Unsaturated Glucuronate catabolism	ddGlcA
Unsaturated glucuronate utilization HMP	KdgT	2-keto-3-deoxygluconate permease (KDG permease)	Carbohydrate utilization	Unsaturated Glucuronate utilization	Unsaturated Glucuronate uptake	ddGlcA
Unsaturated glucuronate utilization HMP	KdgR	Transcriptional regulator KdgR, KDG operon repressor	Carbohydrate utilization	Unsaturated Glucuronate utilization	Unsaturated Glucuronate regulation	ddGlcA
D-glucosaminate utilization HMP	DgaA	PTS system, D-glucosaminate-specific IIA component (EC 2.7.1.203)	Carbohydrate utilization	Glucosaminate utilization	Glucosaminate uptake	Gmt
D-glucosaminate utilization HMP	DgaB	PTS system, D-glucosaminate-specific IIB component (EC 2.7.1.203)	Carbohydrate utilization	Glucosaminate utilization	Glucosaminate uptake	Gmt
D-glucosaminate utilization HMP	DgaC	PTS system, D-glucosaminate-specific IIC component (EC 2.7.1.203)	Carbohydrate utilization	Glucosaminate utilization	Glucosaminate uptake	Gmt
D-glucosaminate utilization HMP	DgaD	PTS system, D-glucosaminate-specific IID component (EC 2.7.1.203)	Carbohydrate utilization	Glucosaminate utilization	Glucosaminate uptake	Gmt
D-glucosaminate utilization HMP	DgaE	D-Glucosaminate-6-phosphate ammonia-lyase (EC 4.3.1.-)	Carbohydrate utilization	Glucosaminate utilization	Glucosaminate catabolism	Gmt
D-glucosaminate utilization HMP	DgaF	2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14) in D-glucosaminate utilization operon	Carbohydrate utilization	Glucosaminate utilization	Glucosaminate catabolism	Gmt
D-glucosaminate utilization HMP	DgaT1	Putative glucosaminate-related transporter 1	Carbohydrate utilization	Glucosaminate utilization	Glucosaminate uptake	Gmt
D-glucosaminate utilization HMP	DgaT2	Putative glucosaminate-related transporter 2	Carbohydrate utilization	Glucosaminate utilization	Glucosaminate uptake	Gmt
D-glucosaminate utilization HMP	DgaH	Putative glucosaminate-related hydrolase	Carbohydrate utilization	Glucosaminate utilization	Glucosaminate catabolism	Gmt
D-glucosaminate utilization HMP	DgaR	RpoN-dependent transcriptional activator of D-glucosaminate utilization operon, NtrC family	Carbohydrate utilization	Glucosaminate utilization	Glucosaminate regulation	Gmt
D-glucosaminate utilization HMP	DgaR2	Transcriptional antiterminator of glucosaminate utilization, BglG family	Carbohydrate utilization	Glucosaminate utilization	Glucosaminate regulation	Gmt
D-glucosaminate utilization HMP	DgaR3	Predicted transcriptional regulator of D-glucosaminate utilization, GntR family	Carbohydrate utilization	Glucosaminate utilization	Glucosaminate regulation	Gmt
D-glucosaminate utilization HMP	STM4441	Uncharacterized protein STM4441	Carbohydrate utilization	Glucosaminate utilization	Glucosaminate catabolism	Gmt
D-glucosaminate utilization HMP	STM4442	Uncharacterized protein STM4442	Carbohydrate utilization	Glucosaminate utilization	Glucosaminate catabolism	Gmt
Glycerate utilization HMP	GlyP	D-glycerate transporter (predicted)	Carbohydrate utilization	Glycerate utilization	Glycerate uptake	Glt
Glycerate utilization HMP	GK1	Glycerate kinase (EC 2.7.1.31)	Carbohydrate utilization	Glycerate utilization	Glycerate catabolism	Glt
Glycerate utilization HMP	GK2	D-glycerate 2-kinase (EC 2.7.1.-)	Carbohydrate utilization	Glycerate utilization	Glycerate catabolism	Glt
Glycerate utilization HMP	GK3	D-glycerate 3-kinase (EC 2.7.1.31), plant type	Carbohydrate utilization	Glycerate utilization	Glycerate catabolism	Glt
Glycerate utilization HMP	GK4	D-glycerate 2-kinase (EC 2.7.1.165)	Carbohydrate utilization	Glycerate utilization	Glycerate catabolism	Glt
Glycerate utilization HMP	SdaR	Sugar diacid utilization regulator SdaR	Carbohydrate utilization	Glycerate utilization	Glycerate regulation	Glt
