subsystem	short_name	long_name
Glucose utilization HMP	GlcR1	Glucose utilization antiterminator, BglG family
Glucose utilization HMP	GlcR2	Transcription antiterminator GlcT
Glucose utilization HMP	GlvR	Predicted transcriptional regulator of glucose utilization, GntR family
Hexuronates utilization HMP	UxuA	Mannonate dehydratase (EC 4.2.1.8)
Hexuronates utilization HMP	UxuB	D-mannonate oxidoreductase (EC 1.1.1.57)
Hexuronates utilization HMP	UxaA	Altronate dehydratase (EC 4.2.1.7)
Hexuronates utilization HMP	UxaB	Altronate oxidoreductase (EC 1.1.1.58)
Hexuronates utilization HMP	UxaC	Uronate isomerase (EC 5.3.1.12)
Hexuronates utilization HMP	UxaC2	Uronate isomerase, family BH0493 (EC 5.3.1.12)
Hexuronates utilization HMP	UxaE	Novel D-tagaturonate epimerase
Hexuronates utilization HMP	ManK	Novel D-mannonate kinase
Hexuronates utilization HMP	ManE	Predicted 6-phosphomannonate 2-epimerase
Hexuronates utilization HMP	GntK	Novel D-gluconate kinase involved in hexuronate catabolism
Hexuronates utilization HMP	GntE	Predicted D-mannonate epimerase
Hexuronates utilization HMP	ExuT	Hexuronate transporter
Hexuronates utilization HMP	ExuT2	Predicted hexuronate transporter, GPH family
Hexuronates utilization HMP	UxuP	TRAP-type hexuronate transport system, periplasmic component
Hexuronates utilization HMP	UxuQ	TRAP-type hexuronate transport system, small permease component
Hexuronates utilization HMP	UxuM	TRAP-type hexuronate transport system, large permease component
Hexuronates utilization HMP	ExuA	Predicted hexuronate ABC transporter, ATP-binding component
Hexuronates utilization HMP	ExuC	Predicted hexuronate ABC transporter, inner membrane permease
Hexuronates utilization HMP	ExuB	Predicted hexuronate ABC transporter, solute-binding periplasmic protein
Hexuronates utilization HMP	ExuD	Predicted hexuronate ABC transporter, permease protein
Hexuronates utilization HMP	UidA	Beta-glucuronidase (EC 3.2.1.31)
Hexuronates utilization HMP	UidB2	Glucuronide permease
Hexuronates utilization HMP	UidB1	Glucuronide transporter UidB
Hexuronates utilization HMP	UidB3	Predicted beta-glucuronide-specific PTS system, IIABC components
Hexuronates utilization HMP	GusA	Putative glucuronide ABC transporter substrate-binding component (TC 3.A.1.1)
Hexuronates utilization HMP	GusB	Putative glucuronide ABC transporter permease component 1 (TC 3.A.1.1)
Hexuronates utilization HMP	GusC	Putative glucuronide ABC transporter permease component 2 (TC 3.A.1.1)
Hexuronates utilization HMP	Pgl	Polygalacturonase (EC 3.2.1.15)
Hexuronates utilization HMP	PelX	Exopolygalacturonate lyase (EC 4.2.2.9)
Hexuronates utilization HMP	Ogl	Oligogalacturonate lyase (EC 4.2.2.6)
Hexuronates utilization HMP	TogMN	Oligogalacturonide ABC transporter, inner membrane permease
Hexuronates utilization HMP	TogA	Oligogalacturonide ABC transporter, ATP-binding component
Hexuronates utilization HMP	TogB	Oligogalacturonide ABC transporter, solute-binding periplasmic protein
Hexuronates utilization HMP	OglP	Predicted oligogalacturonate TRAP transporter, substrate-binding subunit
Hexuronates utilization HMP	OglQ	Predicted oligogalacturonate TRAP transporter, small transmembrane subunit
Hexuronates utilization HMP	OglM	Predicted oligogalacturonate TRAP transporter, large transmembrane subunit
Hexuronates utilization HMP	TogT	Oligogalacturonide transporter
Hexuronates utilization HMP	KdgM	Oligogalacturonate-specific porin protein KdgM
Hexuronates utilization HMP	SusC_HG	SusC, outer membrane protein involved in oligogalacturonate binding
Hexuronates utilization HMP	SusD_HG	SusD, outer membrane protein involved in oligogalacturonate binding
Hexuronates utilization HMP	SGBP_HG	Surface glycan binding protein, homogalacturonan-specific
Hexuronates utilization HMP	GusH	Putative beta-glucuronidase (GH154)
Hexuronates utilization HMP	GH31	Predicted Alpha-glucuronidase (GH31)
Hexuronates utilization HMP	Udh	Uronate dehydrogenase (EC 1.1.1.203)
Hexuronates utilization HMP	UxuF	D-galactaro-1,5-lactonase/D-glucaro-1,5-lactonase UxuF
Hexuronates utilization HMP	UxuL	D-galactaro-1,5-lactonase/D-glucaro-1,5-lactonase UxuL
Hexuronates utilization HMP	Gci	D-galactarolactone cycloisomerase (EC 5.5.1.27)
Hexuronates utilization HMP	Gli	D-galactarolactone isomerase (EC 5.4.1.4)
Hexuronates utilization HMP	UidC	Glucuronide transport facilitator UidC
Hexuronates utilization HMP	GntP	Fructuronate transporter GntP
Hexuronates utilization HMP	LplD	Alpha-galacturonidase (EC 3.2.1.67)
Hexuronates utilization HMP	PelA	Pectate lyase precursor (EC 4.2.2.2)
Hexuronates utilization HMP	PelB	Pectate lyase (EC 4.2.2.2)
Hexuronates utilization HMP	PelL	Pectate lyase L precursor (EC 4.2.2.2)
Hexuronates utilization HMP	KdgF	Pectin degradation protein KdgF
Hexuronates utilization HMP	UxuR	Uxu operon transcriptional regulator
Hexuronates utilization HMP	UxuR2	Predicted regulator for glucuronate utilization, LacI family
Hexuronates utilization HMP	HexR	Predicted regulator for galacturonate utilization, LacI family
Hexuronates utilization HMP	ExuR2	Predicted regulator for galacturonate utilization, GntR family
Hexuronates utilization HMP	TogR	Predicted transcriptional regulator for oligogalacturonate utilization, AraC family
Hexuronates utilization HMP	ExuR	Hexuronate utilization transcriptional regulator, GntR family
Hexuronates utilization HMP	ExuR3	Hexuronate utilization operon transcriptional repressor ExuR
Hexuronates utilization HMP	UxuR4	D-glucuronate-specific transcriptional regulator, LacI family
Hexuronates utilization HMP	UxuR3	Predicted regulator for glucuronate utilization, GntR family
Hexuronates utilization HMP	UidR	Predicted transcriptional regulator for beta-glucuronide utilization, AraC family
Hexuronates utilization HMP	HexQ	Two-component response regulator for hexuronate utilization, AraC family
Hexuronates utilization HMP	HexS	Two-component system sensor histidine kinase for hexuronate utilization
Hexuronates utilization HMP	PaeX	Pectin acetylesterase (EC 3.1.1.6)
Inositol utilization HMP	IolG	Myo-inositol 2-dehydrogenase (EC 1.1.1.18)
Inositol utilization HMP	IolG1	Myo-inositol 2-dehydrogenase 1 (EC 1.1.1.18)
Inositol utilization HMP	IolG2	Myo-inositol 2-dehydrogenase 2 (EC 1.1.1.18)
Inositol utilization HMP	IolG3	putative scyllo-inositol 2-dehydrogenase
Inositol utilization HMP	IolI	Inosose isomerase (EC 5.3.99.11)
Inositol utilization HMP	IolE	Inosose dehydratase (EC 4.2.1.44)
Inositol utilization HMP	IolD	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase (EC 3.7.1.22)
Inositol utilization HMP	IolB	5-deoxy-glucuronate isomerase (EC 5.3.1.30)
Inositol utilization HMP	IolC	5-keto-2-deoxygluconokinase (EC 2.7.1.92)
Inositol utilization HMP	IolJ	5-keto-2-deoxy-D-gluconate-6 phosphate aldolase (EC 4.1.2.29)
Inositol utilization HMP	IolJ2	5-keto-2-deoxy-D-gluconate-6 phosphate aldolase [form 2] (EC 4.1.2.29)
Inositol utilization HMP	IolA	Methylmalonate-semialdehyde dehydrogenase [inositol] (EC 1.2.1.27)
Inositol utilization HMP	IolA2	Malonate-semialdehyde dehydrogenase [inositol] (EC 1.2.1.18)
Inositol utilization HMP	IolM	Scyllo-inosose 3-dehydrogenase (EC 1.1.1.-)
Inositol utilization HMP	IolN	3-dehydro-scyllo-inosose hydrolase (EC 3.7.1.-)
Inositol utilization HMP	IolO	5-keto-L-gluconate epimerase
Inositol utilization HMP	IolF	Minor myo-inositol transporter IolF
Inositol utilization HMP	IolT	Major myo-inositol transporter IolT
Inositol utilization HMP	NaIT	Sodium/myo-inositol cotransporter
Inositol utilization HMP	IolT2	Predicted inositol transporter IolT
Inositol utilization HMP	InoF	Predicted inositol ABC transporter, substrate-binding protein
Inositol utilization HMP	InoG	Predicted inositol ABC transporter, permease protein 2
Inositol utilization HMP	InoH	Predicted inositol ABC transporter, permease protein 1
Inositol utilization HMP	InoX	Inositol transport system permease protein
Inositol utilization HMP	InoY	Inositol transport system sugar-binding protein
Inositol utilization HMP	InoZ	Inositol transport system ATP-binding protein
Inositol utilization HMP	IolR	Transcriptional repressor of the myo-inositol catabolic operon DeoR family
Inositol utilization HMP	IolR2	Predicted transcriptional regulator of the myo-inositol catabolic operon
Inositol utilization HMP	InoR	Predicted transcriptional regulator of inositol degradation, IclR family
Inositol utilization HMP	IolR3	Predicted transcriptional regulator of inositol degradation, LacI family
Maltose and Maltodextrin utilization HMP	GlvA	PTS system, maltose and glucose-specific IIA component (EC 2.7.1.69)
Maltose and Maltodextrin utilization HMP	GlvB	PTS system, maltose and glucose-specific IIB component (EC 2.7.1.69)
Maltose and Maltodextrin utilization HMP	GlvC	PTS system, maltose and glucose-specific IIC component (EC 2.7.1.69)
Maltose and Maltodextrin utilization HMP	GlvG	Maltose-6'-phosphate glucosidase (EC 3.2.1.122)
Maltose and Maltodextrin utilization HMP	MalE	Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE
Maltose and Maltodextrin utilization HMP	MalF	Maltose/maltodextrin ABC transporter, permease protein MalF
Maltose and Maltodextrin utilization HMP	MalG	Maltose/maltodextrin ABC transporter, permease protein MalG
Maltose and Maltodextrin utilization HMP	MalK	Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)
Maltose and Maltodextrin utilization HMP	LamB	Maltoporin for transport of maltose and maltodextrins
Maltose and Maltodextrin utilization HMP	MalM	Maltose operon periplasmic protein MalM
Maltose and Maltodextrin utilization HMP	AglB	Alpha-1,4-glucosidase (GH13_44)
Maltose and Maltodextrin utilization HMP	AglA	Alpha-glucosidase (EC 3.2.1.20)
Maltose and Maltodextrin utilization HMP	MalL	Oligo-1,6-glucosidase (EC 3.2.1.10)
Maltose and Maltodextrin utilization HMP	MalP	Maltose phosphorylase (EC 2.4.1.8)
Maltose and Maltodextrin utilization HMP	MalP2	Maltodextrin phosphorylase (EC 2.4.1.1)
Maltose and Maltodextrin utilization HMP	GlgP	Glycogen phosphorylase (EC 2.4.1.1)
Maltose and Maltodextrin utilization HMP	GlgX	Limit dextrin alpha-1,6-maltotetraose-hydrolase (EC 3.2.1.196)
Maltose and Maltodextrin utilization HMP	MalQ	4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)
Maltose and Maltodextrin utilization HMP	MalZ	Maltodextrin glucosidase (EC 3.2.1.20)
Maltose and Maltodextrin utilization HMP	Cga	Glucoamylase (EC 3.2.1.3)
Maltose and Maltodextrin utilization HMP	NplT	Neopullulanase (EC 3.2.1.135)
Maltose and Maltodextrin utilization HMP	CgtA	Cyclomaltodextrin glucanotransferase (EC 2.4.1.19)
Maltose and Maltodextrin utilization HMP	PulA	Pullulanase (EC 3.2.1.41)
Maltose and Maltodextrin utilization HMP	GH13_47	Alpha-amylase BoGH13A (EC 3.2.1.1)
Maltose and Maltodextrin utilization HMP	MalS	Periplasmic alpha-amylase (EC 3.2.1.1)
Maltose and Maltodextrin utilization HMP	AmyAc	Cytoplasmic alpha-amylase (EC 3.2.1.1)
Maltose and Maltodextrin utilization HMP	AmyA	Alpha-amylase (EC 3.2.1.1)
Maltose and Maltodextrin utilization HMP	SusC_mal	SusC, outer membrane protein involved in maltodextrin utilization
Maltose and Maltodextrin utilization HMP	SusD_mal	SusD, outer membrane protein involved in maltodextrin utilization
Maltose and Maltodextrin utilization HMP	SusB	Glucan 1,4-alpha-glucosidase (EC 3.2.1.3)
Maltose and Maltodextrin utilization HMP	SusE	Surface glycan-binding protein involved in maltodextrin utilization
Maltose and Maltodextrin utilization HMP	SusF	Outer membrane protein SusF
Maltose and Maltodextrin utilization HMP	MalT	Predicted maltose transporter, MFS family
Maltose and Maltodextrin utilization HMP	MalR	Maltose operon transcriptional repressor MalR, LacI family
Maltose and Maltodextrin utilization HMP	SusR	Regulatory protein SusR involved in maltodextrin utilization
Maltose and Maltodextrin utilization HMP	AldM	Maltose epimerase (EC 5.1.3.21)
Maltose and Maltodextrin utilization HMP	Pgm	Beta-phosphoglucomutase (EC 5.4.2.6)
Maltose and Maltodextrin utilization HMP	GlvR	Transcriptional regulator GlvR, RpiR family
Maltose and Maltodextrin utilization HMP	MalR1	Maltodextrin utilization transcriptional regulator MalR1, LacI family
Maltose and Maltodextrin utilization HMP	MalR2	Transcriptional activator of maltose regulon, MalT
Maltose and Maltodextrin utilization HMP	MalR3	Maltose operon antiterminator, BglG family
Maltose and Maltodextrin utilization HMP	MalR4	Predicted transcriptional regulator of maltodextrin utilization, GntR family
Maltose and Maltodextrin utilization HMP	Omp_mal	Predicted maltose-specific TonB-dependent receptor
Maltose and Maltodextrin utilization HMP	MalR5	Predicted transcriptional regulator of maltodextrin utilization, AraC family
Maltose and Maltodextrin utilization HMP	MalE3	Putative maltose and maltooligosaccharide ABC transporter substrate-binding component (TC 3.A.1.1)
Maltose and Maltodextrin utilization HMP	MalF3	Putative maltose and maltooligosaccharide ABC transporter permease component 1 (TC 3.A.1.1)
Maltose and Maltodextrin utilization HMP	MalG3	Putative maltose and maltooligosaccharide ABC transporter permease component 2 (TC 3.A.1.1)
Mannose and Mannosides utilization HMP	ManXa	PTS system, mannose-specific IIA component (EC 2.7.1.69)
Mannose and Mannosides utilization HMP	ManXb	PTS system, mannose-specific IIB component (EC 2.7.1.69)
Mannose and Mannosides utilization HMP	ManY	PTS system, mannose-specific IIC component (EC 2.7.1.69)
Mannose and Mannosides utilization HMP	ManZ	PTS system, mannose-specific IID component (EC 2.7.1.69)
Mannose and Mannosides utilization HMP	ManLa	PTS system, mannose/glucose/N-acetylglucosamine-specific IIA component (EC 2.7.1.69)
Mannose and Mannosides utilization HMP	ManLb	PTS system, mannose/glucose/N-acetylglucosamine-specific IIB component (EC 2.7.1.69)
Mannose and Mannosides utilization HMP	ManN	PTS system, mannose/glucose/N-acetylglucosamine-specific IID component (EC 2.7.1.69)
Mannose and Mannosides utilization HMP	ManM	PTS system, mannose/glucose/N-acetylglucosamine-specific IIC component (EC 2.7.1.69)
Mannose and Mannosides utilization HMP	ManX1a	PTS system, fructose- and mannose-inducible IIA component (EC 2.7.1.69)
Mannose and Mannosides utilization HMP	ManX1b	PTS system, fructose- and mannose-inducible IIB component
Mannose and Mannosides utilization HMP	ManY1c	PTS system, fructose- and mannose-inducible IIC component
Mannose and Mannosides utilization HMP	ManZ1d	PTS system, fructose- and mannose-inducible IID component (EC 2.7.1.69)
Mannose and Mannosides utilization HMP	ManP1	Predicted mannose transporter, GGP family
Mannose and Mannosides utilization HMP	ManP2	Predicted sodium-dependent mannose transporter
Mannose and Mannosides utilization HMP	MnbP	Predicted mannobiose transporter, GPH family
Mannose and Mannosides utilization HMP	MnbTa	Predicted mannobiose ABC transporter, substrate-binding protein
Mannose and Mannosides utilization HMP	MnbTb	Predicted mannobiose ABC transporter, permease protein 1
Mannose and Mannosides utilization HMP	MnbTc	Predicted mannobiose ABC transporter, permease protein 2
Mannose and Mannosides utilization HMP	GmuC	PTS system, oligo-beta-mannoside-specific IIC component (EC:2.7.1.69)
Mannose and Mannosides utilization HMP	GmuB	PTS system, oligo-beta-mannoside-specific IIB component (EC:2.7.1.69)
Mannose and Mannosides utilization HMP	GmuA	PTS system, oligo-beta-mannoside-specific IIA component (EC:2.7.1.69)
Mannose and Mannosides utilization HMP	MnnB	Beta-mannosidase (EC 3.2.1.25)
Mannose and Mannosides utilization HMP	Man26	Extracellular endo-beta-1,4-mannanase (GH26)
Mannose and Mannosides utilization HMP	Man5	Extracellular endo-beta-1,4-mannanase (GH5)
Mannose and Mannosides utilization HMP	Man113	Endo-beta-1,4-mannanase (GH113)
Mannose and Mannosides utilization HMP	BmoP	Beta-1,4-mannooligosaccharide phosphorylase (EC 2.4.1.319)
Mannose and Mannosides utilization HMP	BmgP	4-O-beta-D-mannosyl-D-glucose phosphorylase (EC 2.4.1.281)
Mannose and Mannosides utilization HMP	BmbP	Beta-1,2-mannooligosaccharide phosphorylase (EC 2.4.1.340)
Mannose and Mannosides utilization HMP	BmbT	Predicted mannose/mannobiose transporter, SSS family
Mannose and Mannosides utilization HMP	ManK1	Predicted mannose kinase, ROK family
Mannose and Mannosides utilization HMP	ManK2	Mannokinase (EC 2.7.1.7)
Mannose and Mannosides utilization HMP	Hxk	Hexokinase (EC 2.7.1.1)
Mannose and Mannosides utilization HMP	GmuE	Predicted mannokinase (EC 2.7.1.7)
